"['atom A', 'A no.', 'B no.', 'Distance (A)']"
"['Bi', 88, 'O', 292, 2.658]"
"['Bi', 88, 'O', 293, 3.058]"
"['Bi', 88, 'O', 295, 3.193]"
"['Bi', 88, 'O', 307, 4.786]"
"['Bi', 88, 'O', 341, 4.804]"
"['Bi', 88, 'O', 350, 4.622]"
"['Bi', 88, 'O', 351, 3.039]"
"['Bi', 88, 'O', 352, 4.7]"
"['Bi', 88, 'O', 353, 3.163]"
"['Bi', 88, 'O', 354, 2.778]"
"['Bi', 88, 'O', 355, 4.428]"
"['Bi', 88, 'O', 365, 4.528]"
"['Bi', 88, 'O', 366, 2.183]"
"['Bi', 88, 'O', 367, 2.81]"
"['Bi', 88, 'O', 368, 2.144]"
"['Bi', 88, 'O', 369, 3.184]"
"['Bi', 88, 'O', 370, 3.167]"
"['Bi', 88, 'O', 382, 4.466]"
"['Bi', 88, 'O', 385, 4.665]"
"['Bi', 88, 'O', 426, 4.823]"
"['Bi', 88, 'O', 429, 4.786]"
"['Bi', 88, 'O', 441, 4.365]"
"['Bi', 88, 'O', 444, 4.505]"
"['Bi', 89, 'Na', 32, 3.858]"
"['Bi', 89, 'Bi', 89, 0.0]"
"['Bi', 89, 'Bi', 100, 3.871]"
"['Bi', 89, 'Ti', 140, 3.414]"
"['Bi', 89, 'Ti', 145, 3.33]"
"['Bi', 89, 'Ti', 165, 3.375]"
"['Bi', 89, 'Ti', 170, 3.302]"
"['Bi', 89, 'O', 293, 4.867]"
"['Bi', 89, 'O', 295, 4.55]"
"['Bi', 89, 'O', 308, 4.674]"
"['Bi', 89, 'O', 309, 4.54]"
"['Bi', 89, 'O', 310, 2.908]"
"['Bi', 89, 'O', 325, 4.485]"
"['Bi', 89, 'O', 356, 2.5]"
"['Bi', 89, 'O', 368, 4.803]"
"['Bi', 89, 'O', 369, 2.652]"
"['Bi', 89, 'O', 370, 4.939]"
"['Bi', 89, 'O', 371, 2.207]"
"['Bi', 89, 'O', 383, 4.71]"
"['Bi', 89, 'O', 384, 2.389]"
"['Bi', 89, 'O', 385, 2.262]"
"['Bi', 89, 'O', 400, 4.688]"
"['Bi', 89, 'O', 444, 4.408]"
"['Bi', 89, 'O', 459, 4.421]"
"['Bi', 90, 'Na', 19, 3.911]"
"['Bi', 90, 'Na', 31, 3.869]"
"['Bi', 90, 'Na', 34, 3.933]"
"['Bi', 90, 'Na', 42, 4.021]"
"['Bi', 90, 'Bi', 86, 4.286]"
"['Bi', 90, 'Bi', 90, 0.0]"
"['Bi', 90, 'Bi', 91, 3.857]"
"['Bi', 90, 'Ti', 137, 3.707]"
"['Bi', 90, 'Ti', 138, 3.772]"
"['Bi', 90, 'Ti', 142, 3.222]"
"['Bi', 90, 'Ti', 143, 3.318]"
"['Bi', 90, 'Ti', 162, 3.295]"
"['Bi', 90, 'Ti', 163, 3.618]"
"['Bi', 90, 'Ti', 167, 3.77]"
"['Bi', 90, 'Ti', 168, 2.903]"
"['Bi', 90, 'O', 284, 4.449]"
"['Bi', 90, 'O', 287, 3.112]"
"['Bi', 90, 'O', 299, 4.684]"
"['Bi', 90, 'O', 301, 2.988]"
"['Bi', 90, 'O', 302, 2.344]"
"['Bi', 90, 'O', 304, 2.485]"
"['Bi', 90, 'O', 305, 4.903]"
"['Bi', 90, 'O', 316, 4.639]"
"['Bi', 90, 'O', 319, 4.668]"
"['Bi', 90, 'O', 360, 3.198]"
"['Bi', 90, 'O', 362, 3.178]"
"['Bi', 90, 'O', 363, 3.195]"
"['Bi', 90, 'O', 364, 4.904]"
"['Bi', 90, 'O', 365, 4.539]"
"['Bi', 90, 'O', 374, 4.918]"
"['Bi', 90, 'O', 375, 2.404]"
"['Bi', 90, 'O', 376, 3.186]"
"['Bi', 90, 'O', 377, 2.444]"
"['Bi', 90, 'O', 378, 2.647]"
"['Bi', 90, 'O', 379, 2.413]"
"['Bi', 90, 'O', 380, 4.276]"
"['Bi', 90, 'O', 391, 4.909]"
"['Bi', 90, 'O', 394, 4.325]"
"['Bi', 90, 'O', 435, 4.674]"
"['Bi', 90, 'O', 453, 4.276]"
"['Bi', 91, 'Na', 32, 4.008]"
"['Bi', 91, 'Na', 35, 3.846]"
"['Bi', 91, 'Na', 43, 3.509]"
"['Bi', 91, 'Bi', 87, 3.871]"
"['Bi', 91, 'Bi', 90, 3.857]"
"['Bi', 91, 'Bi', 91, 0.0]"
"['Bi', 91, 'Ti', 138, 3.616]"
"['Bi', 91, 'Ti', 139, 3.508]"
"['Bi', 91, 'Ti', 143, 3.478]"
"['Bi', 91, 'Ti', 144, 3.773]"
"['Bi', 91, 'Ti', 163, 3.662]"
"['Bi', 91, 'Ti', 164, 3.217]"
"['Bi', 91, 'Ti', 168, 3.411]"
"['Bi', 91, 'Ti', 169, 2.902]"
"['Bi', 91, 'O', 287, 4.747]"
"['Bi', 91, 'O', 290, 3.168]"
"['Bi', 91, 'O', 302, 4.806]"
"['Bi', 91, 'O', 304, 2.662]"
"['Bi', 91, 'O', 305, 3.193]"
"['Bi', 91, 'O', 307, 3.195]"
"['Bi', 91, 'O', 308, 4.9]"
"['Bi', 91, 'O', 319, 4.79]"
"['Bi', 91, 'O', 363, 3.187]"
"['Bi', 91, 'O', 364, 4.589]"
"['Bi', 91, 'O', 365, 2.342]"
"['Bi', 91, 'O', 366, 3.196]"
"['Bi', 91, 'O', 367, 4.738]"
"['Bi', 91, 'O', 368, 4.558]"
"['Bi', 91, 'O', 377, 4.866]"
"['Bi', 91, 'O', 378, 2.641]"
"['Bi', 91, 'O', 379, 2.577]"
"['Bi', 91, 'O', 380, 2.216]"
"['Bi', 91, 'O', 381, 2.576]"
"['Bi', 91, 'O', 382, 2.058]"
"['Bi', 91, 'O', 383, 4.544]"
"['Bi', 91, 'O', 394, 4.66]"
"['Bi', 91, 'O', 397, 4.448]"
"['Bi', 91, 'O', 438, 4.799]"
"['Bi', 91, 'O', 441, 4.649]"
"['Bi', 91, 'O', 453, 4.487]"
"['Bi', 91, 'O', 456, 4.289]"
"['Bi', 92, 'Na', 25, 3.608]"
"['Bi', 92, 'Na', 31, 3.885]"
"['Bi', 92, 'Na', 33, 3.612]"
"['Bi', 92, 'Na', 34, 4.285]"
"['Bi', 92, 'Na', 44, 4.186]"
"['Bi', 92, 'Bi', 92, 0.0]"
"['Bi', 92, 'Ti', 141, 3.359]"
"['Bi', 92, 'Ti', 142, 3.356]"
"['Bi', 92, 'Ti', 146, 3.462]"
"['Bi', 92, 'Ti', 147, 3.437]"
"['Bi', 92, 'Ti', 166, 3.345]"
"['Bi', 92, 'Ti', 167, 3.433]"
"['Bi', 92, 'Ti', 171, 3.416]"
"['Bi', 92, 'Ti', 172, 3.581]"
"['Bi', 92, 'O', 296, 4.251]"
"['Bi', 92, 'O', 298, 4.589]"
"['Bi', 92, 'O', 299, 2.389]"
"['Bi', 92, 'O', 302, 4.728]"
"['Bi', 92, 'O', 311, 4.469]"
"['Bi', 92, 'O', 313, 2.816]"
"['Bi', 92, 'O', 314, 2.499]"
"['Bi', 92, 'O', 316, 2.269]"
"['Bi', 92, 'O', 372, 2.437]"
"['Bi', 92, 'O', 373, 4.56]"
"['Bi', 92, 'O', 374, 3.195]"
"['Bi', 92, 'O', 375, 3.193]"
"['Bi', 92, 'O', 376, 4.686]"
"['Bi', 92, 'O', 377, 4.746]"
"['Bi', 92, 'O', 386, 4.388]"
"['Bi', 92, 'O', 387, 2.687]"
"['Bi', 92, 'O', 388, 3.188]"
"['Bi', 92, 'O', 389, 3.195]"
"['Bi', 92, 'O', 390, 3.197]"
"['Bi', 92, 'O', 391, 3.187]"
"['Bi', 92, 'O', 447, 4.765]"
"['Bi', 93, 'Na', 44, 4.927]"
"['Bi', 93, 'Bi', 93, 0.0]"
"['Bi', 93, 'Ti', 171, 3.318]"
"['Bi', 93, 'Ti', 196, 3.295]"
"['Bi', 93, 'O', 386, 3.124]"
"['Bi', 93, 'O', 387, 4.71]"
"['Bi', 93, 'O', 388, 4.45]"
"['Bi', 93, 'O', 389, 4.532]"
"['Bi', 93, 'O', 461, 3.191]"
"['Bi', 93, 'O', 462, 2.191]"
"['Bi', 93, 'O', 463, 4.447]"
"['Bi', 93, 'O', 464, 4.406]"
"['Bi', 93, 'O', 537, 4.699]"
"['Bi', 94, 'Na', 34, 4.828]"
"['Bi', 94, 'Na', 37, 4.068]"
"['Bi', 94, 'Na', 45, 3.532]"
"['Bi', 94, 'Bi', 81, 4.079]"
"['Bi', 94, 'Bi', 94, 0.0]"
"['Bi', 94, 'Ti', 172, 3.116]"
"['Bi', 94, 'Ti', 173, 3.725]"
"['Bi', 94, 'Ti', 197, 3.265]"
"['Bi', 94, 'Ti', 198, 3.394]"
"['Bi', 94, 'O', 334, 3.156]"
"['Bi', 94, 'O', 389, 4.44]"
"['Bi', 94, 'O', 390, 4.343]"
"['Bi', 94, 'O', 391, 4.292]"
"['Bi', 94, 'O', 392, 2.173]"
"['Bi', 94, 'O', 393, 4.946]"
"['Bi', 94, 'O', 394, 4.705]"
"['Bi', 94, 'O', 395, 4.854]"
"['Bi', 94, 'O', 464, 4.567]"
"['Bi', 94, 'O', 465, 2.301]"
"['Bi', 94, 'O', 466, 4.738]"
"['Bi', 94, 'O', 467, 2.369]"
"['Bi', 94, 'O', 468, 2.365]"
"['Bi', 94, 'O', 469, 4.32]"
"['Bi', 94, 'O', 470, 4.847]"
"['Bi', 94, 'O', 540, 4.516]"
"['Bi', 94, 'O', 543, 4.688]"
"['Bi', 95, 'Pb', 1, 3.726]"
"['Bi', 95, 'Pb', 3, 4.107]"
"['Bi', 95, 'Bi', 83, 4.289]"
"['Bi', 95, 'Bi', 95, 0.0]"
"['Bi', 95, 'Bi', 96, 4.06]"
"['Bi', 95, 'Bi', 106, 4.065]"
"['Bi', 95, 'Ti', 151, 3.57]"
"['Bi', 95, 'Ti', 152, 3.571]"
"['Bi', 95, 'Ti', 156, 3.672]"
"['Bi', 95, 'Ti', 157, 3.41]"
"['Bi', 95, 'Ti', 176, 3.37]"
"['Bi', 95, 'Ti', 177, 3.359]"
"['Bi', 95, 'Ti', 181, 3.705]"
"['Bi', 95, 'Ti', 182, 3.689]"
"['Bi', 95, 'O', 327, 4.627]"
"['Bi', 95, 'O', 328, 4.484]"
"['Bi', 95, 'O', 329, 3.2]"
"['Bi', 95, 'O', 330, 4.587]"
"['Bi', 95, 'O', 331, 4.466]"
"['Bi', 95, 'O', 332, 4.729]"
"['Bi', 95, 'O', 342, 4.697]"
"['Bi', 95, 'O', 343, 2.532]"
"['Bi', 95, 'O', 344, 3.194]"
"['Bi', 95, 'O', 345, 4.708]"
"['Bi', 95, 'O', 346, 2.435]"
"['Bi', 95, 'O', 347, 4.65]"
"['Bi', 95, 'O', 361, 4.922]"
"['Bi', 95, 'O', 402, 2.384]"
"['Bi', 95, 'O', 403, 4.442]"
"['Bi', 95, 'O', 404, 2.471]"
"['Bi', 95, 'O', 405, 2.448]"
"['Bi', 95, 'O', 406, 4.369]"
"['Bi', 95, 'O', 407, 4.366]"
"['Bi', 95, 'O', 417, 3.197]"
"['Bi', 95, 'O', 418, 2.642]"
"['Bi', 95, 'O', 419, 3.184]"
"['Bi', 95, 'O', 420, 2.546]"
"['Bi', 95, 'O', 421, 2.489]"
"['Bi', 95, 'O', 422, 4.549]"
"['Bi', 95, 'O', 436, 4.355]"
"['Bi', 95, 'O', 477, 4.444]"
"['Bi', 95, 'O', 480, 4.574]"
"['Bi', 95, 'O', 492, 4.824]"
"['Bi', 95, 'O', 495, 4.891]"
"['Bi', 96, 'Na', 28, 3.921]"
"['Bi', 96, 'Na', 40, 3.9]"
"['Bi', 96, 'Bi', 95, 4.06]"
"['Bi', 96, 'Bi', 96, 0.0]"
"['Bi', 96, 'Bi', 97, 3.81]"
"['Bi', 96, 'Bi', 107, 4.126]"
"['Bi', 96, 'Ti', 152, 3.382]"
"['Bi', 96, 'Ti', 153, 3.37]"
"['Bi', 96, 'Ti', 157, 3.392]"
"['Bi', 96, 'Ti', 158, 3.273]"
"['Bi', 96, 'Ti', 177, 3.492]"
"['Bi', 96, 'Ti', 178, 3.253]"
"['Bi', 96, 'Ti', 182, 3.766]"
"['Bi', 96, 'Ti', 183, 3.151]"
"['Bi', 96, 'O', 330, 4.805]"
"['Bi', 96, 'O', 331, 4.632]"
"['Bi', 96, 'O', 332, 2.607]"
"['Bi', 96, 'O', 333, 4.669]"
"['Bi', 96, 'O', 335, 4.566]"
"['Bi', 96, 'O', 345, 4.438]"
"['Bi', 96, 'O', 346, 2.785]"
"['Bi', 96, 'O', 347, 2.306]"
"['Bi', 96, 'O', 348, 4.605]"
"['Bi', 96, 'O', 349, 3.102]"
"['Bi', 96, 'O', 350, 4.723]"
"['Bi', 96, 'O', 361, 4.948]"
"['Bi', 96, 'O', 364, 4.839]"
"['Bi', 96, 'O', 404, 4.908]"
"['Bi', 96, 'O', 405, 3.178]"
"['Bi', 96, 'O', 406, 4.523]"
"['Bi', 96, 'O', 407, 2.344]"
"['Bi', 96, 'O', 408, 2.958]"
"['Bi', 96, 'O', 409, 4.725]"
"['Bi', 96, 'O', 410, 4.347]"
"['Bi', 96, 'O', 420, 3.143]"
"['Bi', 96, 'O', 421, 3.193]"
"['Bi', 96, 'O', 422, 2.615]"
"['Bi', 96, 'O', 423, 3.132]"
"['Bi', 96, 'O', 424, 3.035]"
"['Bi', 96, 'O', 425, 4.317]"
"['Bi', 96, 'O', 436, 4.46]"
"['Bi', 96, 'O', 439, 4.64]"
"['Bi', 96, 'O', 480, 4.836]"
"['Bi', 96, 'O', 483, 4.562]"
"['Bi', 96, 'O', 495, 4.954]"
"['Bi', 96, 'O', 498, 4.459]"
"['Bi', 97, 'Pb', 2, 3.92]"
"['Bi', 97, 'Na', 29, 3.842]"
"['Bi', 97, 'Bi', 96, 3.81]"
"['Bi', 97, 'Bi', 97, 0.0]"
"['Bi', 97, 'Bi', 99, 3.99]"
"['Bi', 97, 'Bi', 108, 3.987]"
"['Bi', 97, 'Ti', 153, 3.378]"
"['Bi', 97, 'Ti', 154, 3.34]"
"['Bi', 97, 'Ti', 158, 2.913]"
"['Bi', 97, 'Ti', 159, 3.26]"
"['Bi', 97, 'Ti', 178, 3.584]"
"['Bi', 97, 'Ti', 179, 3.636]"
"['Bi', 97, 'Ti', 183, 3.73]"
"['Bi', 97, 'Ti', 184, 3.415]"
"['Bi', 97, 'O', 332, 4.598]"
"['Bi', 97, 'O', 333, 4.525]"
"['Bi', 97, 'O', 335, 2.233]"
"['Bi', 97, 'O', 336, 4.824]"
"['Bi', 97, 'O', 337, 4.803]"
"['Bi', 97, 'O', 338, 4.567]"
"['Bi', 97, 'O', 347, 4.439]"
"['Bi', 97, 'O', 348, 4.381]"
"['Bi', 97, 'O', 349, 2.398]"
"['Bi', 97, 'O', 350, 2.385]"
"['Bi', 97, 'O', 351, 4.197]"
"['Bi', 97, 'O', 352, 2.403]"
"['Bi', 97, 'O', 353, 4.404]"
"['Bi', 97, 'O', 364, 4.688]"
"['Bi', 97, 'O', 367, 4.469]"
"['Bi', 97, 'O', 407, 4.815]"
"['Bi', 97, 'O', 408, 2.784]"
"['Bi', 97, 'O', 409, 4.954]"
"['Bi', 97, 'O', 410, 2.657]"
"['Bi', 97, 'O', 411, 2.628]"
"['Bi', 97, 'O', 413, 4.619]"
"['Bi', 97, 'O', 422, 4.982]"
"['Bi', 97, 'O', 423, 2.656]"
"['Bi', 97, 'O', 424, 3.194]"
"['Bi', 97, 'O', 425, 2.679]"
"['Bi', 97, 'O', 426, 2.82]"
"['Bi', 97, 'O', 427, 3.116]"
"['Bi', 97, 'O', 439, 4.464]"
"['Bi', 97, 'O', 442, 4.386]"
"['Bi', 97, 'O', 498, 4.725]"
"['Bi', 97, 'O', 501, 4.619]"
"['Bi', 98, 'Na', 39, 3.859]"
"['Bi', 98, 'Na', 41, 3.607]"
"['Bi', 98, 'Bi', 98, 0.0]"
"['Bi', 98, 'Bi', 100, 3.774]"
"['Bi', 98, 'Bi', 109, 3.878]"
"['Bi', 98, 'Ti', 160, 2.9]"
"['Bi', 98, 'Ti', 165, 3.679]"
"['Bi', 98, 'Ti', 185, 3.563]"
"['Bi', 98, 'Ti', 190, 3.278]"
"['Bi', 98, 'O', 341, 3.119]"
"['Bi', 98, 'O', 353, 4.388]"
"['Bi', 98, 'O', 354, 4.633]"
"['Bi', 98, 'O', 355, 4.489]"
"['Bi', 98, 'O', 356, 3.192]"
"['Bi', 98, 'O', 368, 4.822]"
"['Bi', 98, 'O', 369, 4.615]"
"['Bi', 98, 'O', 370, 2.26]"
"['Bi', 98, 'O', 385, 4.688]"
"['Bi', 98, 'O', 416, 2.458]"
"['Bi', 98, 'O', 428, 4.75]"
"['Bi', 98, 'O', 429, 2.224]"
"['Bi', 98, 'O', 430, 4.547]"
"['Bi', 98, 'O', 443, 4.362]"
"['Bi', 98, 'O', 444, 2.418]"
"['Bi', 98, 'O', 445, 2.812]"
"['Bi', 98, 'O', 460, 4.527]"
"['Bi', 98, 'O', 519, 4.249]"
"['Bi', 99, 'Na', 40, 4.162]"
"['Bi', 99, 'Na', 41, 3.915]"
"['Bi', 99, 'Na', 43, 3.557]"
"['Bi', 99, 'Bi', 87, 3.833]"
"['Bi', 99, 'Bi', 97, 3.99]"
"['Bi', 99, 'Bi', 99, 0.0]"
"['Bi', 99, 'Bi', 112, 3.5]"
"['Bi', 99, 'Ti', 158, 3.398]"
"['Bi', 99, 'Ti', 159, 3.179]"
"['Bi', 99, 'Ti', 163, 3.419]"
"['Bi', 99, 'Ti', 164, 3.233]"
"['Bi', 99, 'Ti', 183, 3.437]"
"['Bi', 99, 'Ti', 184, 3.332]"
"['Bi', 99, 'Ti', 188, 3.245]"
"['Bi', 99, 'Ti', 189, 3.073]"
"['Bi', 99, 'O', 347, 4.828]"
"['Bi', 99, 'O', 348, 4.92]"
"['Bi', 99, 'O', 349, 4.909]"
"['Bi', 99, 'O', 350, 3.191]"
"['Bi', 99, 'O', 351, 4.985]"
"['Bi', 99, 'O', 352, 4.707]"
"['Bi', 99, 'O', 353, 4.457]"
"['Bi', 99, 'O', 363, 4.786]"
"['Bi', 99, 'O', 364, 3.185]"
"['Bi', 99, 'O', 365, 3.168]"
"['Bi', 99, 'O', 367, 2.587]"
"['Bi', 99, 'O', 368, 4.823]"
"['Bi', 99, 'O', 379, 4.787]"
"['Bi', 99, 'O', 382, 4.544]"
"['Bi', 99, 'O', 422, 4.977]"
"['Bi', 99, 'O', 423, 2.48]"
"['Bi', 99, 'O', 424, 4.882]"
"['Bi', 99, 'O', 425, 3.114]"
"['Bi', 99, 'O', 426, 3.101]"
"['Bi', 99, 'O', 427, 4.82]"
"['Bi', 99, 'O', 428, 4.505]"
"['Bi', 99, 'O', 437, 4.824]"
"['Bi', 99, 'O', 438, 2.497]"
"['Bi', 99, 'O', 439, 2.384]"
"['Bi', 99, 'O', 440, 2.488]"
"['Bi', 99, 'O', 441, 2.194]"
"['Bi', 99, 'O', 442, 2.227]"
"['Bi', 99, 'O', 443, 4.524]"
"['Bi', 99, 'O', 454, 4.534]"
"['Bi', 99, 'O', 457, 4.351]"
"['Bi', 99, 'O', 498, 4.885]"
"['Bi', 99, 'O', 501, 4.769]"
"['Bi', 99, 'O', 513, 4.282]"
"['Bi', 99, 'O', 516, 4.291]"
"['Bi', 100, 'Na', 41, 4.969]"
"['Bi', 100, 'Bi', 89, 3.871]"
"['Bi', 100, 'Bi', 98, 3.774]"
"['Bi', 100, 'Bi', 100, 0.0]"
"['Bi', 100, 'Bi', 102, 3.891]"
"['Bi', 100, 'Bi', 103, 4.07]"
"['Bi', 100, 'Ti', 165, 3.561]"
"['Bi', 100, 'Ti', 170, 3.746]"
"['Bi', 100, 'Ti', 190, 3.131]"
"['Bi', 100, 'Ti', 195, 3.376]"
"['Bi', 100, 'O', 356, 2.2]"
"['Bi', 100, 'O', 368, 4.993]"
"['Bi', 100, 'O', 369, 4.672]"
"['Bi', 100, 'O', 370, 4.277]"
"['Bi', 100, 'O', 371, 2.717]"
"['Bi', 100, 'O', 383, 4.702]"
"['Bi', 100, 'O', 384, 4.543]"
"['Bi', 100, 'O', 385, 2.786]"
"['Bi', 100, 'O', 400, 4.843]"
"['Bi', 100, 'O', 443, 4.581]"
"['Bi', 100, 'O', 444, 2.49]"
"['Bi', 100, 'O', 445, 4.517]"
"['Bi', 100, 'O', 446, 2.595]"
"['Bi', 100, 'O', 458, 4.6]"
"['Bi', 100, 'O', 459, 2.624]"
"['Bi', 100, 'O', 460, 2.372]"
"['Bi', 100, 'O', 475, 4.726]"
"['Bi', 100, 'O', 519, 4.384]"
"['Bi', 100, 'O', 534, 4.942]"
"['Bi', 101, 'Pb', 3, 3.877]"
"['Bi', 101, 'Na', 31, 4.129]"
"['Bi', 101, 'Na', 42, 3.916]"
"['Bi', 101, 'Na', 44, 4.228]"
"['Bi', 101, 'Na', 52, 4.199]"
"['Bi', 101, 'Bi', 101, 0.0]"
"['Bi', 101, 'Ti', 161, 3.151]"
"['Bi', 101, 'Ti', 162, 3.315]"
"['Bi', 101, 'Ti', 166, 3.336]"
"['Bi', 101, 'Ti', 167, 3.37]"
"['Bi', 101, 'Ti', 186, 3.37]"
"['Bi', 101, 'Ti', 187, 3.761]"
"['Bi', 101, 'Ti', 191, 3.519]"
"['Bi', 101, 'Ti', 192, 3.526]"
"['Bi', 101, 'O', 357, 4.465]"
"['Bi', 101, 'O', 358, 4.583]"
"['Bi', 101, 'O', 359, 2.153]"
"['Bi', 101, 'O', 360, 4.622]"
"['Bi', 101, 'O', 361, 4.479]"
"['Bi', 101, 'O', 362, 4.524]"
"['Bi', 101, 'O', 372, 4.689]"
"['Bi', 101, 'O', 373, 2.97]"
"['Bi', 101, 'O', 374, 2.348]"
"['Bi', 101, 'O', 375, 4.545]"
"['Bi', 101, 'O', 376, 2.373]"
"['Bi', 101, 'O', 377, 4.68]"
"['Bi', 101, 'O', 388, 4.709]"
"['Bi', 101, 'O', 391, 4.753]"
"['Bi', 101, 'O', 431, 4.543]"
"['Bi', 101, 'O', 432, 2.719]"
"['Bi', 101, 'O', 433, 4.778]"
"['Bi', 101, 'O', 434, 3.171]"
"['Bi', 101, 'O', 435, 3.139]"
"['Bi', 101, 'O', 447, 3.187]"
"['Bi', 101, 'O', 448, 2.721]"
"['Bi', 101, 'O', 449, 3.181]"
"['Bi', 101, 'O', 450, 3.153]"
"['Bi', 101, 'O', 451, 3.059]"
"['Bi', 101, 'O', 452, 4.6]"
"['Bi', 101, 'O', 463, 4.765]"
"['Bi', 101, 'O', 507, 4.619]"
"['Bi', 101, 'O', 510, 4.982]"
